Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/chat/completions,1372,117,2900,5782.795217129041,1.1495999933686107,19521.636599994963,323.7966472303207,2.8303156539574754,0.24136073725439114,2900,6200,10000,13000,16000,19000,19000,19000,19000,20000,20000
,Aggregated,1372,117,2900,5782.795217129041,1.1495999933686107,19521.636599994963,323.7966472303207,2.8303156539574754,0.24136073725439114,2900,6200,10000,13000,16000,19000,19000,19000,19000,20000,20000
